umoId,title,artistCreator,description,objectId,_id,photographer,people,appDate,isoDate,origDate,creationPlace,event,latitude,longitude,exhibition,labelTextEnglish,labelTextSpanish,locality,specimenNumber,commonName,scientificName,medium,copyright,creditLine,keyword,restrictionsForAccess,materialsReleaseRecd,permissionsRestrictions,sourceInstitution,infoStatus,institutionDesc,habitatDs,dsLocId,generalLocationDs,thenNowDs,internalNotes,,,,,thumbWidth,thumbHeight,thumbAspectRatio,expandedHeight,expandedWidth,expandedAspectRatio,
,endangered Palos Verdes blue butterfly,,endangered Palos Verdes blue butterfly,5170035661_222a235dbf_o,ds19026,Jane Hendron,,2009,2009-00-00,2009,"Los Angeles County, CA",,34.2634423,-118.2952539,Attic / Coast to Cactus,Endangered Palos Verdes Blue Butterfly.,Mariposa azul de Palos Verdes en peligro de extinciÃ_n.,,,,,,U.S. Fish & Wildlife Service/Creative Commons 2.0 License,Jane Hendron/U.S. Fish & Wildlife Service,"butterfly, endangered",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Coast,19,Los Angeles,,https://www.flickr.com/photos/usfws_pacificsw/5170035661/in/set-72157625370733930/,,,,,175,115,1.52174,1000,658,1.51976,Mariposa azul de Palos Verdes en peligro de extinciÃ_n.
,Earthquake radio service,,"Youth on March 16, 1933 received high praise for its service in the 1933 Long Beach earthquake emergency and rehabilitation. This amateur short-wave radio station in Bixby Park, Long Beach, sent more than 1200 messages free of charge for the public and received hundreds of replies from all over the world. Left to right, James Johnson of W6GJA; Myron Fuller, head of the station; L. P. Abarta of W6BIF; J. F. Land of W6GID; and Billy Miller, Boy Scout acting as messenger.",00057399_R,ds19025,"Bentley, Frank.","Left to right, James Johnson of W6GJA; Myron Fuller, head of the station; L. P. Abarta of W6BIF; J. F. Land of W6GID; and Billy Miller, Boy Scout acting as messenger.",16-Mar-33,3/16/33,1933-Mar-16,"Long Beach, CA",,33.76558,-118.167123,Attic / Coast to Cactus,"After the March 16, 1933 earthquake in Long Beach, this amateur short-wave radio station in Bixby Park sent more than 1200 messages free of charge for the public.","DespuÃ©s del terremoto del 16 de marzo de 1933 en Long Beach, esta emisora de radio amateur de onda corta en el Parque Bixby enviÃ_ mÃ¡s de 1200 mensajes sin cargo para el pÃºblico.",,,,,,Los Angeles Public Library,Los Angeles Public Library Herald-Examiner Collection,"scout, earthquake",http://www.lapl.org/collections-resources/photo-order-info,,,,,,Chaparral,19,Los Angeles,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=145&controlNumber=59292,,,,,175,140,1.25,997,800,1.24625,"DespuÃ©s del terremoto del 16 de marzo de 1933 en Long Beach, esta emisora de radio amateur de onda corta en el Parque Bixby enviÃ_ mÃ¡s de 1200 mensajes sin cargo para el pÃºblico."
,Valley lads revel duringÂ ScoutÂ Camporeno exercises,,"Photograph caption dated June 4, 1956 reads, ""First arrival - 'Sweating out' arrival of his buddies, boyÂ scoutÂ Mike Miller of Troop 139 is first on scene at North Hollywood District Camporeno. Meetings set for camp training purposes attracted every single BoyÂ ScoutÂ troop in Valley at three different locations. Site above is Griffith Park.""",00109148_R,ds19024,"Dean, Gordon.",,4-Jun-56,6/4/56,1956-Jun-04,"Los Angeles, CA",,34.136554,-118.2942,Attic / Coast to Cactus,Boy Scout Mike Miller of Troop 139 was the first to arrive at the 1956 North Hollywood District Camporeno.,"Mike Miller, Boy Scout de la Tropa 139, fue el primero en llegar al Camporeno del distrito de North Hollywood en 1956.",,,,,,Los Angeles Public Library,Los Angeles Public Library Valley Times Collection,scout,http://www.lapl.org/collections-resources/photo-order-info,,,,,,Chaparral,19,Los Angeles,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=98&controlNumber=5238279,,,,,141,175,0.805714,645,800,0.80625,"Mike Miller, Boy Scout de la Tropa 139, fue el primero en llegar al Camporeno del distrito de North Hollywood en 1956."
,Girls in Elysian Park campsite,,"Two children stand in front of a tent, clothes hang on a makeship line, and a car is parked in theÂ campingÂ area.",00007684_R,ds19023,,,Between 1919 and 1921,1920-00-00,1919/1921,"Los Angeles, CA",,34.0204989,-118.4117325,Attic / Coast to Cactus,"Two children stand in front of a tent, clothes hang on a makeshift line, and a car is parked in theÂ campingÂ area.","Dos niÃ±os se paran delante de una carpa, ropa cuelga de una soga improvisada, y un automÃ_vil estÃ¡ estacionado en el Ã¡rea del campamento.",,,,,,Los Angeles Public Library,Los Angeles Public Library Security Pacific National Bank Collection,camping,http://www.lapl.org/collections-resources/photo-order-info,,,,,,Chaparral,19,Los Angeles,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=96&controlNumber=8564 / date is an estimate based on the car,,,,,175,127,1.37795,1000,726,1.37741,"Dos niÃ±os se paran delante de una carpa, ropa cuelga de una soga improvisada, y un automÃ_vil estÃ¡ estacionado en el Ã¡rea del campamento."
,CampingÂ in Santa Monica Canyon,,People in folk costumes areÂ campingÂ in tents in Santa Monica Canyon probably in the 1890s.,00030741_R,ds19022,,,Between 1889 and 1891,1890-00-00,1889/1891,"Los Angeles, CA",,34.0063946,-118.4980641,Attic / Coast to Cactus,"People in folk costumes areÂ campingÂ in tents in Santa Monica Canyon, probably in the 1890s.","Gente en vestimenta folclÃ_rica acampando en carpas en Santa Monica Canyon, probablemente durante la dÃ©cada de 1890.",,,,,,Los Angeles Public Library,Los Angeles Public Library Security Pacific National Bank Collection,camping,http://www.lapl.org/collections-resources/photo-order-info,,,,,,Chaparral,19,Los Angeles,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=91&controlNumber=32524,,,,,175,92,1.90217,1000,528,1.89394,"Gente en vestimenta folclÃ_rica acampando en carpas en Santa Monica Canyon, probablemente durante la dÃ©cada de 1890."
,CampingÂ in an L.A. park in the 1920s,,Automobiles can be seen parked closely to tents in a park-like setting. A tent can be seen extended from the rear of the second car from right.,00009961_R,ds19021,,,Between 1919 and 1921,1920-00-00,1919/1921,"Los Angeles, CA",,34.0204989,-118.4117325,Attic / Coast to Cactus,Automobiles can be seen parked closely to tents in a park-like setting.  A tent can be seen extended from the rear of the second car from right.,Se pueden ver automÃ_viles estacionados cerca de las carpas en un entorno parquizado. Se puede ver una carpa extendida desde la parte trasera del segundo automÃ_vil a la derecha.,,,,,,Los Angeles Public Library,Los Angeles Public Library Security Pacific National Bank Collection,"camping, city park",http://www.lapl.org/collections-resources/photo-order-info,,,,,,Coast,19,Los Angeles,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=90&controlNumber=11953,,,,,175,145,1.2069,963,800,1.20375,Se pueden ver automÃ_viles estacionados cerca de las carpas en un entorno parquizado. Se puede ver una carpa extendida desde la parte trasera del segundo automÃ_vil a la derecha.
,CampingÂ on Santa Monica beachÂ [graphic],,People in front of their house-tents on Santa Monica beach in 1890.,00028836_R,ds19020,,,1890,1890-00-00,1890,"Santa Monica, CA",,34.0218628,-118.4804206,Attic / Coast to Cactus,People in front of their house-tents on Santa Monica beach in 1890.,Gente delante de sus casas-carpas en la playa de Santa Monica en 1890.,,,,,,Los Angeles Public Library,Los Angeles Public Library Security Pacific National Bank Collection,"camping, beach",http://www.lapl.org/collections-resources/photo-order-info,,,,,,Coast,19,Los Angeles,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=67&controlNumber=32632,,,,,175,103,1.69903,1000,588,1.70068,Gente delante de sus casas-carpas en la playa de Santa Monica en 1890.
,Cahuenga Pass,,Before roads and rail lines were built traveling through the Cahuenga Pass was by wagons and horses. Here a group of people have stopped to camp and cook something to eat. Another horse drawn vehicles passes them by on the road.,00011495_R,ds19019,,,1892,1892-00-00,1892,"Cahuenga Pass, Los Angeles, CA",,34.1244519,-118.3428553,Attic / Coast to Cactus,"Before roads and rail lines were built, traveling through the Cahuenga Pass was by wagons and horses.  Here a group of people have stopped to camp.","Antes que se construyeran rutas y ferrocarriles, el viaje a travÃ©s del Cahuenga Pass se hacÃ_a en carretas y caballos. AquÃ_, un grupo de gente se ha detenido para acampar.",,,,,,Los Angeles Public Library Security Pacific National Bank Collection,Los Angeles Public Library Security Pacific National Bank Collection,transportation,http://www.lapl.org/collections-resources/photo-order-info,,,,,,Chaparral,19,Los Angeles,,http://jpg2.lapl.org/pics03/00011495.jpg,,,,,175,118,1.48305,1000,676,1.47929,"Antes que se construyeran rutas y ferrocarriles, el viaje a travÃ©s del Cahuenga Pass se hacÃ_a en carretas y caballos. AquÃ_, un grupo de gente se ha detenido para acampar."
,caming,,"W. B. Ware and his family, who may be evicted from the area of Terminal Island in which they have beencampingout due to the Depression.",00041973_R,ds19018,,,1930,1930-00-00,1930,"Long Beach, CA",,33.8065539,-118.1561095,Attic / Coast to Cactus,"W. B. Ware and his family, who may be evicted from the area of Terminal Island in which they have beenÂ campingÂ out due to the Depression.","W. B. Ware y su familia, quienes podrÃ_an ser desalojados de la zona de Terminal Island donde han estado acampando debido a la DepresiÃ_n.",,,,,,Los Angeles Public Library,Los Angeles Public Library Herald-Examiner Collection,camping,http://www.lapl.org/collections-resources/photo-order-info,,,,,,Coast,19,Los Angeles,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=56&controlNumber=46028,,,,,175,82,2.13415,1000,468,2.13675,"W. B. Ware y su familia, quienes podrÃ_an ser desalojados de la zona de Terminal Island donde han estado acampando debido a la DepresiÃ_n."
,camping,,The first Fourth of July celebration after WWII finds many people sleeping on the beach or in their cars.,00034800_R,ds19017,,,1946,1946-00-00,1946,"Santa Monica, CA",,34.0218628,-118.4804206,Attic / Coast to Cactus,The first Fourth of July celebration after WWII finds many people sleeping on the beach or in their cars.,La primera celebraciÃ_n del Cuatro de Julio despuÃ©s de la Segunda Guerra Mundial encuentra a mucha gente durmiendo en la playa o en sus automÃ_viles.,,,,,,Los Angeles Public Library,Los Angeles Public Library Herald-Examiner Collection,"beach, camping",http://www.lapl.org/collections-resources/photo-order-info,,,,,,Coast,19,Los Angeles,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=39&controlNumber=37890,,,,,175,141,1.24113,992,800,1.24,La primera celebraciÃ_n del Cuatro de Julio despuÃ©s de la Segunda Guerra Mundial encuentra a mucha gente durmiendo en la playa o en sus automÃ_viles.
,freeway,,"Construction of the Ramona Boulevard freeway just east of the Macy Street (Cesar Chavez Avenue) Viaduct. On the left, Pacific Electric and Southern Pacific tracks run down the Canada de los Abilas.xLibraries.",ramona_construction_R,ds19016,,,1935,1935-00-00,1935,"Los Angeles, CA",,34.0404852,-118.1517071,Attic / Coast to Cactus,"Construction of the Ramona Boulevard freeway just east of the Macy Street (Cesar Chavez Avenue) Viaduct.  On the left, Pacific Electric and Southern Pacific tracks run down the Canada de los Abilas.","ConstrucciÃ_n de la autopista Ramona Boulevard apenas al este del viaducto de Macy Street (Cesar Chavez Avenue). A la izquierda, las vÃ_as de Pacific Electric y Southern Pacific corren a lo largo de Canada de los Abilas.",,,,,,"Title Insurance and Trust / C.C. Pierce Photography Collection, USC Libraries.","California Historical Society Collection, USC Libraries.",freeway,http://www.lapl.org/collections-resources/photo-order-info,,,,,,Chaparral,19,Los Angeles,,http://www.kcet.org/updaily/socal_focus/history/la-as-subject/las-first-freeways.html,,,,,88,175,0.502857,400,800,0.5,"ConstrucciÃ_n de la autopista Ramona Boulevard apenas al este del viaducto de Macy Street (Cesar Chavez Avenue). A la izquierda, las vÃ_as de Pacific Electric y Southern Pacific corren a lo largo de Canada de los Abilas."
,aqueduct,,"November 5, 1913 opening of the Los Angeles Aqueduct. Project engineer William Mulholland is at one of the wheels, opening the Sylmar Gates for the first time.",CHS-5788_R,ds19015,,,5-Nov-13,11/5/13,1913-Nov-05,"Los Angeles, CA",,34.0204989,-118.4117325,Attic / Coast to Cactus,"Opening of the Los Angeles Aqueduct.  Project engineer William Mulholland is at one of the wheels, opening the Sylmar Gates for the first time.","La inauguraciÃ_n del acueducto de Los ÃÅngeles. Se ve al ingeniero del proyecto, William Mulholland, en una de las ruedas de control abriendo las compuertas de Sylmar por primera vez.",,,,,,Contact Nathan Masters at KCET to see where he got images - and http://www.laassubject.org/,"Title Insurance and Trust / C.C. Pierce Photography Collection, USC Libraries.",water,TBD,,,,,,Chaparral,19,Los Angeles,,http://www.kcet.org/updaily/socal_focus/history/la-as-subject/earth-water-air-fire-a-historical-look-at-socals-troubled-relationship-with-the-four-classical-eleme.html,,,,,175,134,1.30597,1000,768,1.30208,"La inauguraciÃ_n del acueducto de Los ÃÅngeles. Se ve al ingeniero del proyecto, William Mulholland, en una de las ruedas de control abriendo las compuertas de Sylmar por primera vez."
,oil derrick,,Oil derrick in the middle of a Beverly Hills Road,Oil-derrick-in-the-middle-of-a-Beverly-Hills-Road-1940_R,ds19014,,,1940,1940-00-00,1940,"Beverly Hills, Los Angeles, CA",,34.0825489,-118.3995339,Attic / Coast to Cactus,Oil derrick in the middle of a Beverly Hills Road.,Torre petrolera en medio de un camino en Beverly Hills.,,,,,,See website to track down owner of image,TBD,oil,Get high res image?,,,,,,Chaparral,19,Los Angeles,,http://www.retronaut.com/2011/12/beach-oil-wells-southern-california/ see website for more info,,,,,158,175,0.902857,720,800,0.9,Torre petrolera en medio de un camino en Beverly Hills.
,earthquake,,"Long Beach, California, Earthquake March 10, 1933. Roadway between Seal Beach and Bolsa Chica Gun Club.",bww00224,ds19013,W.W. Bradley,,10-Mar-33,3/10/33,1933-Mar-10,"Long Beach, CA",,33.8065539,-118.1561095,Attic / Coast to Cactus,"Long Beach, California, Earthquake March 10, 1933.  Roadway between Seal Beach and Bolsa Chica Gun Club.","Long Beach, California, terremoto del 10 de marzo de 1933. La ruta entre Seal Beach y el club de tiro de Bolsa Chica.",,,,,,USGS/Public Domain,USGS,earthquake,US Gov't so should be PD,,,,,,Coast,19,Los Angeles,,/htmllib/btch458/btch458j/btch458z/btch458/bww00224.jpg,,,,,175,117,1.49573,1000,666,1.5015,"Long Beach, California, terremoto del 10 de marzo de 1933. La ruta entre Seal Beach y el club de tiro de Bolsa Chica."
,earthquake,,"San Fernando Earthquake: broken slabs and fractures on Foothills Boulevard near intersection with Vaughn Street, February 9, 1971.",gesu0666,ds19012,Unknown,,9-Feb-71,2/9/71,1971-Feb-09,"San Fernando, CA",,34.2889985,-118.4359885,Attic / Coast to Cactus,"San Fernando Earthquake: broken slabs and fractures on Foothills Boulevard near intersection with Vaughn Street, February 9, 1971.","Terremoto de San Fernando: losas rotas y grietas sobre Foothills Boulevard cerca de la intersecciÃ_n con Vaughn Street, 9 de febrero de 1971.",,,,,,USGS/Public Domain,USGS,earthquake,US Gov't so should be PD,,,,,,Desert,19,Los Angeles,,/htmllib/btch566/btch566j/btch566z/btch566/gesu0666.jpg,,,,,137,175,0.782857,626,800,0.7825,"Terremoto de San Fernando: losas rotas y grietas sobre Foothills Boulevard cerca de la intersecciÃ_n con Vaughn Street, 9 de febrero de 1971."
,water,,"Typical weir, Los Angeles River.",h2op0028,ds19011,Unknown,,1904,1904-00-00,1904,"Los Angeles, CA",,34.0204989,-118.4117325,Attic / Coast to Cactus,"Typical weir, Los Angeles River.",Una tÃ_pica represa en el RÃ_o de Los ÃÅngeles.,,,,,,USGS/Public Domain,USGS,"river, water",US Gov't so should be PD,,,,,,Riparian,19,Los Angeles,,/htmllib/btch341/btch341j/btch341z/h2op0028.jpg,,,,,175,132,1.32576,1000,752,1.32979,Una tÃ_pica represa en el RÃ_o de Los ÃÅngeles.
,streambed,,Streambed in Los Angeles County.,tdg0574b,ds19010,D.G. Thompson,,1920,1920-00-00,1920,"Los Angeles, CA",,34.0204989,-118.4117325,Attic / Coast to Cactus,USGS Survey team in streambed east of Oban Station in Los Angeles County.,Equipo de relevamiento del Servicio GeolÃ_gico de los EEUU en el lecho del rÃ_o al este de Oban Station en el condado de Los ÃÅngeles.,,,,,,USGS/Public Domain,USGS,water,US Gov't so should be PD,,,,,,Desert,19,Los Angeles,,/htmllib/btch172/btch172j/btch172z/btch172/tdg0574b.jpg,,,,,175,94,1.8617,1000,537,1.8622,Equipo de relevamiento del Servicio GeolÃ_gico de los EEUU en el lecho del rÃ_o al este de Oban Station en el condado de Los ÃÅngeles.
,water survey,,Water supply survey by USGS in Los Angeles County.,tdg00496 Near view of same well as in No. 495.,ds19009,D.G. Thompson,,1929,1929-00-00,1929,"Los Angeles, CA",,34.0204989,-118.4117325,Attic / Coast to Cactus,Near well southwest of Lancaster during water supply survey by USGS in Los Angeles County.,Cerca del manantial al sudoeste de Lancaster durante la mediciÃ_n del suministro de agua por parte del Servicio GeolÃ_gico de los EEUU en el condado de Los ÃÅngeles.,,,,,,USGS/Public Domain,USGS,water,US Gov't so should be PD,,,,,,Desert,19,Los Angeles,,/htmllib/btch174/btch174j/btch174z/btch174/tdg00496.jpg,,,,,153,175,0.874286,699,800,0.87375,Cerca del manantial al sudoeste de Lancaster durante la mediciÃ_n del suministro de agua por parte del Servicio GeolÃ_gico de los EEUU en el condado de Los ÃÅngeles.
