"umoId","title","artistCreator","description","objectId","_id","photographer","people","appDate","isoDate","origDate","creationPlace","event","latitude","longitude","exhibition","labelTextEnglish","labelTextSpanish","locality","specimenNumber","commonName","scientificName","medium","copyright","creditLine","keyword","restrictionsForAccess","materialsReleaseRecd","permissionsRestrictions","sourceInstitution","infoStatus","institutionDesc","habitatDs","dsLocId","generalLocationDs","thenNowDs","internalNotes","","","","","thumbWidth","thumbHeight","thumbAspectRatio","expandedHeight","expandedWidth","expandedAspectRatio"
"","Cahuenga Pass","","Before roads and rail lines were built traveling through the Cahuenga Pass was by wagons and horses. Here a group of people have stopped to camp and cook something to eat. Another horse drawn vehicles passes them by on the road.","00011495_R","ds19019","","","date-1892","iso-1892-00-00","1892","Cahuenga Pass, Los Angeles, CA","","34.1244519","-118.3428553","Attic / Coast to Cactus","Before roads and rail lines were built, traveling through the Cahuenga Pass was by wagons and horses.  Here a group of people have stopped to camp.","","","","","","","Los Angeles Public Library Security Pacific National Bank Collection","Los Angeles Public Library Security Pacific National Bank Collection","transportation","http://www.lapl.org/collections-resources/photo-order-info","","","","","","Chaparral","19","Los Angeles","","http://jpg2.lapl.org/pics03/00011495.jpg","","","","","175","118","1.48305","1500","1014","1.47929"
"","caming","","W. B. Ware and his family, who may be evicted from the area of Terminal Island in which they have beencampingout due to the Depression.","00041973_R","ds19018","","","date-1930","iso-1930-00-00","1930","Long Beach, CA","","33.8065539","-118.1561095","Attic / Coast to Cactus","W. B. Ware and his family, who may be evicted from the area of Terminal Island in which they have been camping out due to the Depression.","","","","","","","Los Angeles Public Library","Los Angeles Public Library Herald-Examiner Collection","camping","http://www.lapl.org/collections-resources/photo-order-info","","","","","","Coast","19","Los Angeles","","http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=56&controlNumber=46028","","","","","175","82","2.13415","1500","703","2.13371"
"","camping","","The first Fourth of July celebration after WWII finds many people sleeping on the beach or in their cars.","00034800_R","ds19017","","","date-1946","iso-1946-00-00","1946","Santa Monica, CA","","34.0218628","-118.4804206","Attic / Coast to Cactus","The first Fourth of July celebration after WWII finds many people sleeping on the beach or in their cars.","","","","","","","Los Angeles Public Library","Los Angeles Public Library Herald-Examiner Collection","beach, camping","http://www.lapl.org/collections-resources/photo-order-info","","","","","","Coast","19","Los Angeles","","http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=39&controlNumber=37890","","","","","175","141","1.24113","1500","1210","1.23967"
"","freeway","","Construction of the Ramona Boulevard freeway just east of the Macy Street (Cesar Chavez Avenue) Viaduct. On the left, Pacific Electric and Southern Pacific tracks run down the Canada de los Abilas.xLibraries.","ramona_construction_R","ds19016","","","date-1935","iso-1935-00-00","1935","Los Angeles, CA","","34.0404852","-118.1517071","Attic / Coast to Cactus","Construction of the Ramona Boulevard freeway just east of the Macy Street (Cesar Chavez Avenue) Viaduct.  On the left, Pacific Electric and Southern Pacific tracks run down the Canada de los Abilas.","","","","","","","Title Insurance and Trust / C.C. Pierce Photography Collection, USC Libraries.","California Historical Society Collection, USC Libraries.","freeway","http://www.lapl.org/collections-resources/photo-order-info","","","","","","Chaparral","19","Los Angeles","","http://www.kcet.org/updaily/socal_focus/history/la-as-subject/las-first-freeways.html","","","","","88","175","0.502857","750","1500","0.5"
"","aqueduct","","November 5, 1913 opening of the Los Angeles Aqueduct. Project engineer William Mulholland is at one of the wheels, opening the Sylmar Gates for the first time.","CHS-5788_R","ds19015","","","date-November 05, 1913","iso-1913-11-05","1913-Nov-05","Los Angeles, CA","","34.0204989","-118.4117325","Attic / Coast to Cactus","Opening of the Los Angeles Aqueduct.  Project engineer William Mulholland is at one of the wheels, opening the Sylmar Gates for the first time.","","","","","","","Contact Nathan Masters at KCET to see where he got images - and http://www.laassubject.org/","Title Insurance and Trust / C.C. Pierce Photography Collection, USC Libraries.","water","TBD","","","","","","Chaparral","19","Los Angeles","","http://www.kcet.org/updaily/socal_focus/history/la-as-subject/earth-water-air-fire-a-historical-look-at-socals-troubled-relationship-with-the-four-classical-eleme.html","","","","","175","134","1.30597","1500","1153","1.30095"
"","oil derrick","","Oil derrick in the middle of a Beverly Hills Road","Oil-derrick-in-the-middle-of-a-Beverly-Hills-Road-1940_R","ds19014","","","date-1940","iso-1940-00-00","1940","Beverly Hills, Los Angeles, CA","","34.0825489","-118.3995339","Attic / Coast to Cactus","Oil derrick in the middle of a Beverly Hills Road.","","","","","","","See website to track down owner of image","TBD","oil","Get high res image?","","","","","","Chaparral","19","Los Angeles","","http://www.retronaut.com/2011/12/beach-oil-wells-southern-california/ see website for more info","","","","","158","175","0.902857","1351","1500","0.900667"
"","earthquake","","Long Beach, California, Earthquake March 10, 1933. Roadway between Seal Beach and Bolsa Chica Gun Club.","bww00224","ds19013","W.W. Bradley","","date-March 10, 1933","iso-1933-03-10","1933-Mar-10","Long Beach, CA","","33.8065539","-118.1561095","Attic / Coast to Cactus","Long Beach, California, Earthquake March 10, 1933.  Roadway between Seal Beach and Bolsa Chica Gun Club.","","","","","","","USGS/Public Domain","USGS","earthquake","US Gov't so should be PD","","","","","","Coast","19","Los Angeles","","/htmllib/btch458/btch458j/btch458z/btch458/bww00224.jpg","","","","","175","117","1.49573","1500","999","1.5015"
"","earthquake","","San Fernando Earthquake: broken slabs and fractures on Foothills Boulevard near intersection with Vaughn Street, February 9, 1971.","gesu0666","ds19012","Unknown","","date-February 09, 1971","iso-1971-02-09","1971-Feb-09","San Fernando, CA","","34.2889985","-118.4359885","Attic / Coast to Cactus","San Fernando Earthquake: broken slabs and fractures on Foothills Boulevard near intersection with Vaughn Street, February 9, 1971.","","","","","","","USGS/Public Domain","USGS","earthquake","US Gov't so should be PD","","","","","","Desert","19","Los Angeles","","/htmllib/btch566/btch566j/btch566z/btch566/gesu0666.jpg","","","","","137","175","0.782857","1174","1500","0.782667"
"","water","","Typical weir, Los Angeles River.","h2op0028","ds19011","Unknown","","date-1904","iso-1904-00-00","1904","Los Angeles, CA","","34.0204989","-118.4117325","Attic / Coast to Cactus","Typical weir, Los Angeles River.","","","","","","","USGS/Public Domain","USGS","river, water","US Gov't so should be PD","","","","","","Riparian","19","Los Angeles","","/htmllib/btch341/btch341j/btch341z/h2op0028.jpg","","","","","175","132","1.32576","1500","1128","1.32979"
"","streambed","","Streambed in Los Angeles County.","tdg0574b","ds19010","D.G. Thompson","","date-1920","iso-1920-00-00","1920","Los Angeles, CA","","34.0204989","-118.4117325","Attic / Coast to Cactus","USGS Survey team in streambed east of Oban Station in Los Angeles County.","","","","","","","USGS/Public Domain","USGS","water","US Gov't so should be PD","","","","","","Desert","19","Los Angeles","","/htmllib/btch172/btch172j/btch172z/btch172/tdg0574b.jpg","","","","","175","94","1.8617","1500","806","1.86104"
"","water survey","","Water supply survey by USGS in Los Angeles County.","tdg00496 Near view of same well as in No. 495.","ds19009","D.G. Thompson","","date-1929","iso-1929-00-00","1929","Los Angeles, CA","","34.0204989","-118.4117325","Attic / Coast to Cactus","Near well southwest of Lancaster during water supply survey by USGS in Los Angeles County.","","","","","","","USGS/Public Domain","USGS","water","US Gov't so should be PD","","","","","","Desert","19","Los Angeles","","/htmllib/btch174/btch174j/btch174z/btch174/tdg00496.jpg","","","","","153","175","0.874286","1311","1500","0.874"
"","Bixby Artesian Well","","Bixby Artesian Well. Downey Quad. Los Angeles, California. 1904.","mwc00668 Bixby Artesian Well. Downey Quad. Los Angeles, California. 1904.","ds19008","Mendenhall, W.C.","","date-1904","iso-1904-00-00","1904","Los Angeles, CA","","34.0204989","-118.4117325","Attic / Coast to Cactus","Bixby artesian well.","","","","","","","USGS/Public Domain","USGS","water","US Gov't so should be PD","","","","","","Desert","19","Los Angeles","","/htmllib/btch430/btch430j/btch430z/btch430/mwc00668.jpg","","","","","175","107","1.63551","1500","913","1.64294"
"","Landslide","","Los Angeles County, California, landslides. Pacific Palisades. Landslide at the west end of Via de las Olas which occurred at 6:50 a.m., March 27, 1958. Isetta car on the beach at the toe of the slide. View is west-northwest. 1#1:15 a.m., March 27, 1958.","mjt00317 Los Angeles County, California, landslides.","ds19007","McGill, J.T","","date-March 27, 1958","iso-1958-03-27","1958-Mar-27","Pacific Palisades, CA","","34.0442315","-118.5268144","Attic / Coast to Cactus","Landslide at the west end of Via de las Olas which occurred at 6:50 a.m. on March 27, 1958.  View is to the west-northwest.","","","","","","","USGS/Public Domain","USGS","landslide","US Gov't so should be PD","","","","","","Coast","19","Los Angeles","","/htmllib/btch219/btch219j/btch219z/btch219/mjt00317.jpg","","","","","175","117","1.49573","1500","1005","1.49254"
"","Landslide","","Los Angeles County, California, landslides. Pacific Palisades. Landslide at 15205 DePauw Street in middle Potrero Canyon. Overhanging rear of the house. View is south. November 18, 1955. Photos mjt00187, mjt00193, mjt00194, mjt00195, mjt00196, mjt00197, and mjt00198 form a multi-year sequence.","mjt00187 Los Angeles County, California, landslides.","ds19006","McGill, J.T","","date-November 18, 1955","iso-1955-11-18","1955-Nov-18","Pacific Palisades, CA","","34.0442315","-118.5268144","Attic / Coast to Cactus","Landslide at 15205 DePauw Street in middle Potrero Canyon.  View is to the south.","","","","","","","USGS/Public Domain","USGS","landslide","US Gov't so should be PD","","","","","","Coast","19","Los Angeles","","/htmllib/btch205/btch205j/btch205z/mjt00187.jpg","","","","","117","175","0.668571","1005","1500","0.67"
"","San Fernando, California, Earthquake","","San Fernando, California, Earthquake February 1971. Damaged Los Angeles County ambulance still under collapsed covered parking at Olive View Hospital.","kach0049 San Fernando, California, Earthquake February 1971.","ds19005","Kachadoorian, R.","","date-February 1971","iso-1971-02-00","1971-Feb","San Fernando, CA","","34.2889985","-118.4359885","Attic / Coast to Cactus","San Fernando Earthquake February, 1971. Damaged Los Angeles County ambulance still under collapsed covered parking at Olive View Hospital.","","","","","","","USGS/Public Domain","USGS","earthquake","US Gov't so should be PD","","","","","","Urban","19","Los Angeles","","/htmllib/batch31/batch31j/batch31z/kach0049.jpg","","","","","175","117","1.49573","1500","999","1.5015"
"","Alluvial Bluffs along the Pacific Coast north of Santa Monica Canyon.","","Alluvial Bluffs along the Pacific Coast north of Santa Monica Canyon.","Sbard_SantaMonica02","ds19004","Susanne Clara Bard","","date-August 2014","iso-2014-08-00","2014-Aug","Santa Monica, CA","","34.0218628","-118.4804206","Attic / Coast to Cactus","Alluvial bluffs along the Pacific Coast north of Santa Monica Canyon.","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","beach","Need release","","","","","","Coast","19","Los Angeles","","","","","","","175","102","1.71569","1500","877","1.71038"
"","Alluvial Bluffs along the Pacific Coast north of Santa Monica Canyon. Pacific Ocean in background. Los Angeles County, Calfornia. ca 1904.","","Alluvial Bluffs along the Pacific Coast north of Santa Monica Canyon. Pacific Ocean in background. Los Angeles County, Calfornia. ca 1904.","mwc00483 Alluvial Bluffs along the Pacific Coast north of Santa Monica Canyon","ds19003","Mendenhall, W.C.","","date-1904","iso-1904-00-00","1904","Santa Monica, CA","","34.0218628","-118.4804206","Attic / Coast to Cactus","Alluvial bluffs along the Pacific Coast north of Santa Monica Canyon.","","","","","","","USGS/Public Domain","USGS","beach","US Gov't so should be PD","","","","","","Coast","19","Los Angeles","","/htmllib/btch438/btch438j/btch438z/btch438/mwc00483.jpg","","","","","175","125","1.4","1500","1067","1.40581"
"","Alluvial Bluffs along the Pacific Coast north of Santa Monica Canyon.","","Alluvial Bluffs along the Pacific Coast north of Santa Monica Canyon.","","ds19002","Susanne Clara Bard","","date-August 2014","iso-2014-08-00","2014-Aug","Santa Monica, CA","","34.0218628","-118.4804206","Attic / Coast to Cactus","Alluvial bluffs along the Pacific Coast north of Santa Monica Canyon.","","","","","","","© Susanne Clara Bard","Susanne Clara Bard","beach","Need release","","","","","","Coast","19","Los Angeles","NOW1","","","","","","153","175","0.874286","1309","1500","0.872667"
"","Alluvial Bluffs along the Pacific Coast north of Santa Monica Canyon.","","Alluvial Bluffs along the Pacific Coast north of Santa Monica Canyon. Pacific Ocean in background. Los Angeles County, Calfornia. ca 1904.","mwc00483 Alluvial Bluffs along the Pacific Coast north of Santa Monica Canyon","ds19001","Mendenhall, W.C.","","date-1904","iso-1904-00-00","1904","Santa Monica, CA","","34.0218628","-118.4804206","Attic / Coast to Cactus","Alluvial bluffs along the Pacific Coast north of Santa Monica Canyon.","","","","","","","USGS/Public Domain","USGS","beach","US Gov't so should be PD","","","","","","Coast","19","Los Angeles","THEN1","/htmllib/btch438/btch438j/btch438z/btch438/mwc00483.jpg","","","","","153","175","0.874286","1309","1500","0.872667"
